drugbank_id,drugname,drug_type,description,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB11638,b'Artenimol',small molecule,Artenimol is an artemisinin derivative and antimalarial agent used in the treatment of uncomplicated *Plasmodium falciparum* infections [FDA Label]. It was first authorized for market by the European Medicines Agency in October 2011 in combination with [DB13941] as the product Eurartesim. Artemisinin combination therapy is highly effective against malaria and stongly recommended by the World Health Organization [L1156].,1,1,0,1,0,0
DB11639,b'Dibotermin alfa',biotech,"Dibotermin alfa is a recombinant human bone morphogenetic protein-2 (rhBMP-2) derived from a recombinant Chinese Hamster Ovary (CHO) cell line [FDA Label]. It is implanted in patients undergoing bone surgeries or those with fractures. BMPs are subfamily of the transforming growth factor-β (TGF-β) superfamily that have different actions on the bone matrix [A31946]. BMP-2 is a potent osteoinductive protein that plays a critical role in the differentiation of osteoprogenitor cells into osteoblasts, thus promoting bone and cartilage formation [A31952]. Through enhancing osteogenesis at the site of implantation, dibotermin alfa accelerates the healing of open tibial shaft fractures and reduces the need for secondary intervention [A31945]. In a prospective clinical study of patients with an open tibial fracture, administration of dibotermin alfa resulted in faster fracture- or wound-healing, significantly fewer secondary invasive interventions, and reduced infection rate post-operation [A31945]. Dibotermin alfa was approved by the EMA in 2002 as Inductos for implantation matrix. In 2004, it was approved by the FDA and is marketed as Infuse. In Infuse, rhBMP is a disulfide-linked dimeric protein molecule with two major subunit species of 114 and 131 amino acids. Each subunit is glycosylated with high-mannose-type glycans [FDA Label].",1,0,0,1,0,0
DB11640,b'Amifampridine',small molecule,"Amifampridine, or 3,4-diaminopyridine (3,4-DAP), is a quaternary ammonium compound that blocks presynaptic potassium channels, and subsequently prolongs the action potential and increases presynaptic calcium concentrations [A33863]. It was first discovered in Scotland in the 1970s and its clinical effectiveness for neuromuscular disorders, including Lambert–Eaton myasthenic syndrome (LEMS), has been investigated in the 1980s [L3171]. Amifampridine phosphate is a more stable salt that serves as an active ingredient of EMA-approved Firdapse, which was previously marketed as Zenas. It is currently used as the first-line symptomatic treatment for LEMS in adult patients and is ideally given as oral tablets in divided doses, three or four times a day. Firdapse (amifampridine) was formally approved by the US FDA for the treatment of adults with LEMS as recently as November of 2018 [L4819].

LEMS is a rare auto-immune disorder of the neuromuscular junction that is characterized by proximal muscle weakness, depressed tendon reflexes, and posttetanic potentiation in addition to autonomic dysfunction [A33863]. About 50-60% of the patients develop more rapidly progressive LEMS and small cell lung cancer, which influences the prognosis [A33863]. Patients with LEMS develop serum antibodies against presynaptic P/Q-type voltage-gated calcium channels, leading to decreased presynaptic calcium levels and reduced quantal release of acetylcholine, which is mainly responsible for causing symptoms of LEMS [A33863]. Reduced acetylcholine release at the neuromuscular junction leads to decreased frequency of miniature endplate potentials of normal amplitude, and insufficient acetylcholine levels for the activation of postsynaptic muscle fibers following a single nerve impulse [A33863]. This leads to the reduction of the compound muscle action potential (CMAP) [A33863]. Treatment for LEMS include immunotherapy such as conventional immunosuppression or intravenous immunoglobulins, however such treatments are recommended in patients in whom symptomatic treatment would not suffice [A33863]. Amifampridine is the nonimmune treatment options for LEMS. 

In phase III clinical trials of adult patients with LEMS, treatment of amifampridine significantly improved symptoms of LEMS compared to placebo with good tolerance [A33864]. It was demonstrated in clinical studies involving healthy volunteers that the pharmacokinetics and systemic exposure to amifampridine is affected by the genetic differences in N-acetyl-transferase (NAT) enzymes (acetylator phenotype) and NAT2 genotype, which is subject to genetic variation [F272]. Slow acetylators were at higher risk for experiencing drug-associated adverse reactions, such as paresthesias, nausea, and headache [F272].",1,0,0,1,0,0
DB11641,b'Vinflunine',small molecule,"Vinflunine is a third-generation member of the vinca alkaloid family with anti-tumour actions. It was first described in 1998 at the Pierre Fabre research center in France. Like other vinca agents, vinflunine is an anti-mitotic agent that induces a cell cycle arrest at the G2/M phase and promotes cell death via apoptosis [L1396]. Vinflunine is a microtubule inhibitor that binds to tubulin at or near to the vinca binding sites to inhibits its polymerization into microtubules during cell proliferation [L1396]. In murine tumors and human tumor xenografts, vinflunine exhibits an antitumor efficacy than [DB00361], [DB00570], and [DB00541] [A31975]. 

Having an incidence of 429,700 new cases per year worldwide, urothelial carcinoma of the bladder is one of the most common malignancies that mostly affects individuals aged 50–79 years [A32626]. Some patients with advanced urothelial carcinoma experience inadequate therapeutic response from a prior platinum-containing regimen. While these patients have a median survival of approximately 4 months and a poor prognosis [L1396], there is currently no standard therapy in patients with advanced urothelial carcinoma [A32626]. In 2009, vinflunine was approved by the European Medicines Agency (EMA) as a second-line therapy of metastatic and advanced urothelial cancer after failure of platinum-based treatment [A32626]. Vinflunine ditartrate is an active ingredient in the EMA-authorised product Javlor for intravenous infusion. Efficacy and safety of vinflunine has not been studied in patients with performance status of 2 or less. The clinical use of vinflunine in other urologic malignancies, such as inoperable cancer of the penis, are currently have been investigated [A32626].",1,0,0,1,0,0
DB11642,b'Pitolisant',small molecule,"Pitolisant is a selective antagonist or inverse agonist of the histamine H3 receptor used to treat type 1 or 2 narcolepsy.[L1471,L8063] Narcolepsy is a chronic neurological disorder that affects 1 in 2,000 individuals and is characterized by excessive daytime sleepiness, abnormal REM sleep manifestations, sleep paralysis and hypnagogic hallucinations.[A32025] About 60-70% of patients with narcolepsy experience cataplexy, which is a sudden loss of muscle tone triggered by positive or negative emotions.[A32022] Histaminergic neuron signalling in the brain plays a role in maintaining wakefulness; by blocking histamine autoreceptors, pitolisant enhances the activity of histaminergic neurons, as well as increasing the signalling of other neurotransmitters in the brain.[L1471]

In a European clinical trial of adult patients with narcolepsy, there was a reduction in the Epworth Sleepiness Scale (ESS) score from pitolisant therapy compared to placebo.[A32024] The therapeutic effectiveness of pitolisant was comparable to that of [modafinil].[A32024] Pitolisant therapy was also effective in treating refractory sleepiness in adolescent patients with narcolepsy, where it decreased ESS score and increased the mean sleep onset latency.[A32023] Adolescent patients with cataplexy also experienced a slight improvement in the frequency and severity of symptoms [A32023]; however, the safety of use in adolescent or paediatric patients have not been established with pitolisant. Commonly marketed under the trade name Wakix, oral pitolisant was approved by the EMA in 2016 [A183062] for the treatment of narcolepsy with or without cataplexy.[L1471] FDA approved the use of pitolisant in 2019 for excessive daytime sleepiness (EDS) associated with narcolepsy in adults.[L8063]",1,0,0,1,0,0
DB11644,b'Tafamidis',small molecule,"Tafamidis and tafamidis meglumine (FX-1006A) are benzoxazole derivatives[A27206] developed by FoldRX.[A189717] Tafamidis is structurally similar to diflusinal.[A189717]

Tafamidis was granted an EMA market authorisation on 16 November 2011[L6247] and FDA approval on 3 May 2019.[L11280]",1,0,0,1,0,0
DB11652,b'Tucatinib',small molecule,"Tucatinib is a kinase inhibitor drug used with [trastuzumab] and [capecitabine] in the treatment of unresectable or metastatic HER-2 positive breast cancer. It was developed by Seattle Genetics and approved by the FDA on April 17, 2020.[L12951] Tucatinib is a promising new treatment for patients with metastatic breast cancer who have not responded adequately to other chemotherapy regimens.[L12945]",1,0,0,1,0,0
DB11653,b'Bremelanotide',biotech,"Bremelanotide is a 7 amino acid peptide used to treat hypoactive sexual desire disorder in premenopausal women.[L9635] Bremelanotide does not interact with alcohol.[A179686] The mechanism by which bremelanotide's action on receptors translates to a clinical effect is still unknown.[L9635]

Bremelanotide was first described in the literature in 2003 when it was known by the investigational code PT-141.[A179683] Since then it was investigated for its place in treating sexual dysfunction in men and women but is now only indicated for women.[A179683,A179686,L9635] Other drugs used to treat female sexual dysfunction include [flibanserin], [estrogen], [ospemifene], and [prasterone].[A179689]

Bremelanotide was granted FDA approval on 21 June 2019.[L9635]",1,0,0,1,0,0
DB11660,b'Latanoprostene bunod',small molecule,"Latanoprostene Bunod has been used in trials studying the treatment of Glaucoma, Ocular Hypertension, Open-Angle Glaucoma, Open Angle Glaucoma, and Intraocular Pressure.

As of November 2, 2017 the FDA approved Bausch + Lomb's Vyzulta (latanoprostene bunod opthalmic solution), 0.024% for the indication of reducing intraocular pressure in patients with open-angle glaucoma or ocular hypertension. Latanoprostene bunod is the first prostaglandin analog with one of its metabolites being nitric oxide (NO). The novelty of this agent subsequently lies in the proposed dual mechanism of action that stems from both its prostaglandin F2-alpha analog latanoprost acid metabolite and its ability to donate NO for proposed tissue/cell relaxation effects.

In comparison, both latanoprost and latanoprostene bunod contain a latanoprost acid backbone. Conversely however, latanoprostene bunod integrates an NO-donating moiety in lieu of the isopropyl ester typically found in latanoprost.",1,0,0,1,0,0
DB11672,b'Curcumin',small molecule,"Curcumin, also known as diferuloylmethane, is an active component in the golden spice turmeric (Curcuma longa) and in [Curcuma xanthorrhiza oil]. It is a highly pleiotropic molecule that exhibits antibacterial, anti-inflammatory, hypoglycemic, antioxidant, wound-healing, and antimicrobial activities [A33166]. Due to these properties, curcumin has been investigated for the treatment and supportive care of clinical conditions including proteinuria, breast cancer, multiple myeloma, depression, and Non Small Cell Lung Cancer (NSCLC). Despite proven efficacy against numerous experimental models, poor bioavailability due to poor absorption, rapid metabolism, and rapid systemic elimination have been shown to limit the therapeutic efficacy of curcumin [A33166]. Curcumin is under investigation for the treatment and supportive care of various clinical conditions including mucositis, rectal cancer, prostate cancer, chronic schizophrenia, and Mild Cognitive Impairment (MCI) [A33166].",1,0,0,1,0,0
DB11674,b'Equol',small molecule,Equol has been used in trials studying the treatment of Breast Cancer.,0,0,0,1,0,0
DB11676,b'Galidesivir',small molecule,"Galidesivir is an adenosine analogue that has been investigated for use against Zaire Ebolavirus.[A191451] In animal studies, galidesivir was effective in increasing the survival rates from infections caused by various pathogens, including Ebola, Marburg, Yellow Fever and Zika viruses.[L12084] _In vitro_, it displayed broad-spectrum antiviral activity against various negative- and positive-sense RNA viruses,[A191622] including coronaviruses, filoviruses, and arenaviruses.[L12039,L12084] Phase 1 clinical trials have begun to determine the safety of this drug in humans.[L12042] Because of its activity against other coronaviruses, it may be studied as a potential therapy for COVID-19.",0,0,0,1,0,0
DB11682,b'Daprodustat',small molecule,"Daprodustat is a small-molecule hypoxia-inducible factor (HIF) prolyl hydroxylase (PHD) inhibitor. It was developed by GSK for the treatment of anemia in patients with chronic kidney disease (CKD).[A254167,A254162] In patients with CKD, the diseased kidney cannot induce erythropoietin (EPO) production in response to hypoxia or anemia. As a potent inhibitor of PHD1, PHD2 and PHD3 (≥ 1000-fold selectivity), daprodustat leads to the stabilization of cellular HIF1α and HIF2α and the induction of erythropoiesis.[A254157] A phase 3 clinical trial (NCT02879305) found that in patients with CKD undergoing dialysis, daprodustat was non-inferior to erythropoiesis-stimulating agents regarding the change in the hemoglobin level from baseline and cardiovascular outcomes.[A254172]

In June 2020, daprodustat was first approved in Japan for the treatment of renal anemia.[A254157] Daprodustat is currently under EMA and FDA review. On October 2022, the FDA Cardiovascular and Renal Drugs Advisory Committee (CRDAC) supported that the benefit of treatment with daprodustat outweighs the risks for adult dialysis patients with anemia of CKD but not for non-dialysis patients with anemia of CKD.[L43857]",0,0,0,1,0,0
DB11689,b'Selumetinib',small molecule,"Activation of the Raf-MEK-ERK signaling pathway is known to be implemented in several types of malignancies, thus, mitogen-activated protein kinase kinase (MEK) inhibitors such as selumetinib are important tools that can target the problematic overactivity of this pathway.[A193611]
Results from clinical trials investigating earlier developed MEK inhibitors were underwhelming.[A193611] However, selumetinib demonstrated impressive efficacy and tolerability in Phase I trials, leading to its continued investigation for the treatment of various types of tumors in Phase II trials.[A193611]

Currently, the novel MEK 1 / 2 inhibitor, selumetinib, is approved solely for the treatment of Neurofibromatosis type 1 (NF-1) in a limited age group. NF-1 is considered rare with an estimated incidence of 1/3000 individuals.[A193608] It is a genetic, autosomal dominant condition resulting from mutations of the NF1 gene, which can lead to various complications including the development of multiple tumors in the nervous system.[A193533,A193608] Some patients with this disorder develop plexiform neurofibromas (PN); however, this is considered to be relatively uncommon compared to other variants of NF-1.[A193608] Luckily, the use of selumetinib in patients with NF-1 has shown efficacy in shrinking associated tumors and is linked to other positive clinical outcomes.[A193533]",1,0,0,1,0,0
DB11691,b'Naldemedine',small molecule,Naldemedine is an opioid receptor antagonist [FDA Label]. It is a modified form of [DB00704] to which a side chain has been added to increase molecular weight and polar surface area resulting in restricted transport across the blood brain barrier. Naldemedine was approved in 2017 in both the US and Japan for the treatment of Opioid-induced Constipation.,1,0,0,1,0,0
DB11692,b'Pavinetant',small molecule,Pavinetant has been used in trials studying the basic science and treatment of Safety and Schizophrenia.,0,0,0,1,0,0
DB11693,b'Voclosporin',small molecule,"Lupus nephritis (LN) is a type of glomerulonephritis occurring in patients with systemic lupus erythematosus (SLE).  LN is a significant cause of renal failure,  morbidity, and death in patients with SLE. Within 10 years of being diagnosed with SLE, 5-20% of those suffering from LN develop end-stage kidney disease, a fatal condition. Early and accurate intervention for LN is important in improving clinical outcomes.[A227683]  

Voclosporin, marketed as Lupkynis, is a calcineurin-inhibitor immunosuppressant for the treatment of LN.[L31218] This [cyclosporine] A analog was approved by the FDA on January 22, 2021 following promising results in clinical trials. Early intervention with voclosporin coupled with a kidney response is believed to prevent irreversible damage to the kidney and lead to better long-term clinical outcomes for patients with LN.[L31208] Voclosporin has demonstrated a more stable pharmacokinetic and pharmacodynamic relationship than cyclosporine, a higher potency than cyclosporine, and an improved metabolic profile when compared to older calcineurin inhibitors.[L31253]

In July 2022, the EMA's Committee for Medicinal Products for Human Use (CHMP) recommended voclosporin be granted marketing authorization for use in combination with [mycophenolate mofetil] for the treatment of adult patients with active lupus nephritis.[L43080]",1,0,0,1,0,0
DB11697,b'Pacritinib',small molecule,"Myelofibrosis (MF) is a rare disorder characterized by hematopoietic abnormalities and fibrosis within the bone marrow.[L40793] The underlying cause of primary MF is unknown, but secondary MF can arise in patients with a history of polycythemia vera or essential thrombocythemia.[L40793] While some patients may remain asymptomatic, typical symptoms of MF arise from abnormalities in blood cell production and may therefore include various cytopenias, infections, splenomegaly, and general systemic symptoms such as fever.[L40793] Approximately 50% of patients with primary MF have a mutation of the _JAK2_ gene, which is also commonly mutated in patients with polycythemia vera or essential thrombocythemia.[L40793] JAK2 signaling is important for hematopoiesis and proper immune functioning,[L40754] and while the precise role it plays in the pathogenesis of MF remains unclear, its clear association with MF has made it a desirable therapeutic target in MF treatment.

Pacritinib is an inhibitor of both wild-type and mutant (V617F) JAK2, as well as FMS-like tyrosine kinase 3 (FLT3), which was granted accelerated approval by the FDA in February 2022 for the treatment of both primary and secondary MF in patients with platelet counts < 50 x 10<sup>9</sup>/L.[L40754] It provides a treatment option for patients who have MF with severe thrombocytopenia, which occurs in approximately one-third of MF patients and carries with it a particularly poor prognosis.[L40709]",1,0,0,1,0,0
DB11699,b'Tropisetron',small molecule,"Tropisetron is an indole derivative with antiemetic activity. As a selective serotonin receptor antagonist, tropisetron competitively blocks the action of serotonin at 5HT3 receptors, resulting in suppression of chemotherapy- and radiotherapy-induced nausea and vomiting.

Tropisetron appears to be well tolerated with the most frequently reported adverse effect being headache. Extrapyramidal side effects are rare upon using tropisetron.",1,0,0,1,0,0
DB11700,b'Setmelanotide',small molecule,"Setmelanotide is the first available treatment for patients with pro-opiomelanocortin, proprotein subilisin/kexin type 1, or leptin deficiencies.[L24474] It is an agonist of the melanocortin 4 receptor.[A224449] Earlier attempts at agonizing MC4R (such as LY2112688) lead to successful weight loss, but also an increase in blood pressure and heart rate.[A224449] Other earlier treatments for these patients included gastric bypass surgery.[A224449] Patients taking setmelanotide experienced an average weight loss of 0.6 kg/week.[A224449]

Imcivree was granted EMA orphan designation on 19 November 2018[L24559] and FDA approval on 25 November 2020.[L24429]",1,0,0,1,0,0
DB11703,b'Acalabrutinib',small molecule,"To date, acalabrutinib has been used in trials studying the treatment of B-All, myelofibrosis, ovarian cancer, multiple myeloma, and Hodgkin lymphoma, among others.

As of October 31, 2017 the FDA approved Astra Zeneca's orally administered Calquence (acalabrutinib, capsules). This Bruton tyrosine kinase (BTK) inhibitor indicated for the treatment of chronic lymphocytic leukemia, small lymphocytic lymphoma, and in adult patients with Mantle cell lymphoma (MCL) who have already received at least one prior therapy.[L10241] In August 2022, the FDA approved a new tablet formulation of Calquence, enabling the co-administration of this drug with proton pump inhibitors (PPIs).[L42795,L42800] Unlike Calquence capsules, the co-administration of Calquence tablets and PPIs does not have an effect in the pharmacokinetics of acalabrutinib.[L10241,L42795]

Also known as ACP-196, acalabrutinib is also considered a second generation BTK inhibitor because it was rationally designed to be more potent and selective than ibrutinib, theoretically expected to demonstrate fewer adverse effects owing to minimized bystander effects on targets other than BTK.

Nevertheless, acalabrutinib was approved under the FDA's accelerated approval pathway, which is based upon overall response rate and faciliates earlier approval of medicines that treat serious conditions or/and that fill an unmet medical need based on a surrogate endpoint. Continued approval for acalabrutinib's currently accepted indication may subsequently be contingent upon ongoing verification and description of clinical benefit in confimatory trials.

Furthermore, the FDA granted this medication Priority Review and Breakthrough Therapy designations. It also received Orphan Drug designation, which provides incentives to assist and encourage the development of drugs for rare diseases. At this time, more than 35 clinical trials across 40 countries with more than 2500 patients are underway or have been completed with regards to further research into better understanding and expanding the therapeutic uses of acalabrutinib [L1009].",1,0,0,1,0,0
DB11712,b'Tezacaftor',small molecule,"Tezacaftor is a drug of the cystic fibrosis transmembrane conductance regulator (CFTR) potentiator class.[L1595] It was developed by Vertex Pharmaceuticals and FDA approved in combination with [ivacaftor] to manage cystic fibrosis.[L6814] This drug was approved by the FDA on February 12, 2018.[L4894]

Cystic Fibrosis is an autosomal recessive disorder caused by one of several different mutations in the gene for the Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) protein, an ion channel involved in the transport of chloride and sodium ions across cell membranes. CFTR is active in epithelial cells of organs such as of the lungs, pancreas, liver, digestive system, and reproductive tract. Alterations in the CFTR gene result in altered production, misfolding, or function of the protein and consequently abnormal fluid and ion transport across cell membranes.[A20298,A20299] As a result, CF patients produce thick, sticky mucus that clogs the ducts of organs where it is produced making patients more susceptible to complications such as infections, lung damage, pancreatic insufficiency, and malnutrition.[A20302]",1,0,0,1,0,0
DB11714,b'Durvalumab',biotech,"Durvalumab is a human immunoglobulin G1 kappa (IgG1κ) monoclonal antibody and a novel immune-checkpoint inhibitor for cancer treatment.[A192789] Produced by recombinant DNA technology in Chinese Hamster Ovary (CHO) cell suspension culture,[L12621] durvalumab is a programmed death-ligand 1 (PD-L1) blocking antibody that works to promote normal immune responses that attack tumour cells.[L12621,L12627]

Durvalumab is marketed under the brand name Imfinzi, which is available for intravenous injections. It was granted accelerated approval by the FDA in May 2017 [A192807] for the treatment of selected patients with locally advanced or metastatic urothelial carcinoma.[L12621] In September 2018, durvalumab was approved by the EMA for the treatment of adult patients with  locally advanced, unresectable non-small cell lung cancer (NSCLC), only if PD-L1 is expressed in ≥ 1% of tumour cells and there was no observable disease progression following platinum-based chemoradiation therapy.[A192789,L12627] On March 27, 2020, durvalumab was approved by the FDA for use in combination with [etoposide] and either [carboplatin] or [cisplatin] as first-line treatment of patients with extensive-stage small cell lung cancer (ES-SCLC).[L12624]",1,0,0,1,0,0
DB11718,b'Encorafenib',small molecule,"Encorafenib, also known as _BRAFTOVI_,  is a kinase inhibitor.  Encorafenib inhibits BRAF gene, which encodes for B-raf protein, which is a proto-oncogene involved in various genetic mutations.[L12216]  This protein plays a role in regulating the MAP kinase/ERK signaling pathway, which impacts cell division, differentiation, and secretion. Mutations in this gene, most frequently the V600E mutation, are the most commonly identified cancer-causing mutations in melanoma, and have been isolated in various other cancers as well, including non-Hodgkin lymphoma, colorectal cancer, thyroid carcinoma, non-small cell lung carcinoma, hairy cell leukemia and adenocarcinoma of the lung [L3344].

On June 27, 2018, the Food and Drug Administration approved encorafenib and [binimetinib] (BRAFTOVI and MEKTOVI, Array BioPharma Inc.) in combination for patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.[L12216]",1,0,0,1,0,0
DB11723,b'Dutogliptin',small molecule,"Dutogliptin has been investigated for the treatment of Diabetes Mellitus, Type II.",0,0,0,1,0,0
DB11726,b'Encenicline',small molecule,"Encenicline has been investigated for the treatment of Cognition, Schizophrenia, Alzheimer's Disease, Cardiac Repolarization, and Central Nervous System Diseases.",0,0,0,1,0,0
DB11730,b'Ribociclib',small molecule,"Ribociclib is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two proteins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. Targeting CDK4/6 with enhanced precision may play a role in ensuring that cancer cells do not continue to replicate uncontrollably. Ribociclib was approved by the U.S. FDA in March, 2017 as Kisqali.",1,0,0,1,0,0
DB11731,b'Depatuxizumab mafodotin',biotech,"Depatuxizumab/Denintuzumab mafodotin has been used in trials studying the treatment of Lymphoma, Gliosarcoma, Glioblastoma, Malignant Glioma, Squamous Cell Tumors, and Glioblastoma Multiforme.",0,0,0,1,0,0
DB11732,b'Lasmiditan',small molecule,"Lasmiditan is an oral medication used in the termination of migraine headaches that was first approved for use in the United States in October 2019.[L9338,L9356] It was also approved by the European Commission on August 17, 2022.[L43997]

Traditionally, the triptan class of anti-migraine medications (e.g. [sumatriptan]) have seen preferential use in the acute treatment of migraines due to their relatively favourable efficacy and safety. Their use is not devoid of concerns, however, and their vasoconstrictive activity can lead to blood pressure lability and other cardiovascular side effects - for this reason, these medications are less suitable for use in patients with pre-existing cardiovascular disorders.[A187316] Triptans abort migraines via action at several serotonin receptors, including 5-HT<sub>1D</sub> and 5-HT<sub>1B</sub> receptors, and activity at the 5-HT<sub>1B</sub> receptor has been specifically implicated in their vasoconstrictive activity.[A187316,A187322]

Lasmiditan, in contrast, is a highly selective agonist of 5-HT<sub>1F</sub> receptors, carrying virtually no affinity for other receptors which appear to be largely responsible for the adverse effect profile of its predecessors - in other words, lasmiditan’s selectivity allows for the successful termination of migraines without causing vasoconstriction.[A187322,A187319] Selectivity for  5-HT<sub>1F</sub>, a lack of vasoconstrictive activity, and the ability to terminate migraines through neuronal inhibition has resulted in the creation of a new class of anti-migraine medications in which lasmiditan is the first and only member: the neurally-acting anti-migraine medications (NAAMAs).[A187322,A187307]",1,0,0,1,0,0
DB11737,b'Icotinib',small molecule,"Icotinib is a potent and specific epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor (TKI)
Icotinib was approved in China by the SFDA in June, 2011 and in January 2014, Beta Pharma, Inc. was given a “May Proceed” from the US FDA to conduct a Phase I study for the evaluation of icotinib as a treatment of EGFR+ Non-Small Cell Lung Cancer (NSCLC).",0,1,0,1,0,0
DB11738,b'Rilmenidine',small molecule,Rilmenidine has been used in trials studying the treatment of Hypertension and Chronic Kidney Disease.,1,0,0,1,0,0
DB11739,b'Vonoprazan',small molecule,"Vonoprazan is a potassium-competitive acid blocker (PCAB) that inhibits H<sup>+</sup>, K<sup>+</sup>-ATPase-mediated gastric acid secretion. PCABs represent an alternative to proton-pump inhibitors for the treatment of acid-related disorders. Unlike proton-pump inhibitors, PCABs are not affected by CYP2C19 genetic polymorphisms and do not require acid-resistant formulations.[A253702] Furthermore, vonoprazan is 350-times more potent than the proton-pump inhibitor [lansoprazole], thanks to its ability to accumulate in the gastric corpus mucosa, specifically in the parietal cells.[A253707] 

In February 2015, vonoprazan was first marketed in Japan for the treatment of acid-related disorders and as an adjunct to _Helicobacter pylori_ (_H. pylori_) eradication.[A253702] In May 2022, the FDA approved the use of vonoprazan in a co-packaged product containing amoxicillin and clarithromycin for the treatment of _H. pylori_ infection.[L41695] Studies have shown that the concomitant use of vonoprazan, amoxicillin, and clarithromycin leads to an _H. pylori_ eradication rate of approximately 90%.[A253742]",1,0,0,1,0,0
DB11740,b'MK-1775',small molecule,"MK-1775 has been used in trials studying the treatment of LYMPHOMA, Neoplasms, Ovarian Cancer, Tongue Carcinoma, and Adult Glioblastoma, among others.",0,0,0,1,0,0
DB11742,b'Ebastine',small molecule,Ebastine is under investigation for the treatment of Irritable Bowel Syndrome (IBS). Ebastine has been investigated for the treatment of Urticaria.,1,0,0,1,0,0
DB11745,b'Otenabant',small molecule,Otenabant has been investigated for the treatment of Obesity.,0,0,0,1,0,0
DB11750,b'Clobetasol',small molecule,Clobetasol is under investigation for the treatment of Scleroderma. Clobetasol has been investigated for the prevention of Psoriasis and Cutaneous Atrophy Due to Corticosteroids.,1,1,0,1,0,0
DB11751,b'Cabotegravir',small molecule,"Cabotegravir, or GSK1265744, is an HIV-1 integrase inhibitor that is prescribed with the non-nucleoside reverse transcriptase inhibitor, [rilpivirine].[A227668,L31188,L31193] Early research into cabotegravir showed it had lower oral bioavailability than [dolutegravir],[A227668] which resulted in the development of long acting monthly intramuscular injection formulation for cabotegravir.[A227668,L31193]

Cabotegravir was granted FDA approval on 21 January 2021 in combination with rilpivirine to treat HIV-1 infection in virologically suppressed individuals.[L31198] While previously administered once monthly only, this combination product was granted FDA approval for dosing every two months on February 01, 2022 [L40084] and without the need for an oral lead-in period prior.[L31193]",1,0,0,1,0,0
DB11752,b'Bryostatin 1',small molecule,Bryostatin 1 has been investigated for the treatment of HIV Infection and Alzheimer's Disease.,0,0,0,1,0,0
DB11753,b'Rifamycin',small molecule,"Rifamycin is the prime member of the rifamycin family which are represented by drugs that are a product of fermentation from the gram-positive bacterium _Amycolatopsis mediterranei_, also known as _Streptomyces mediterranei_. The parent compound of rifamycin was rifamycin B which was originally obtained as a main product in the presence of diethylbarburitic acid. Some small modifications where performed in this inactive compound and with the creation of rifamycin SV there was the first antibiotic used intravenously for the treatment of tuberculosis.[A39990]

Rifamycin has had several direct derivative products such as rifamycin SV, rifaximin, rifampin and rifamycin CV. All of the derivatives have slight different physicochemical properties when compared to the parent structure.[A39986]

Rifamycin was further developed by Cosmo Technologies Ltd and approved in November 16, 2018 by the FDA as a prescription drug after being granted the designation of Qualified Infectious Disease Product which allowed it to have a status a priority review.[L4800] This drug was also sent for review to the EMA in 2015 by Dr. Falk Pharma Gmbh and it was granted a waiver for the tested conditions.[L4801]",1,0,0,1,0,0
